date,sales,consulting,investment,payroll,rent,utilities,technology,marketing,travel,professional_services,misc,total_income,total_expenses,net
2023-09-21,1619.04,248.7,355.57,1015.82,441.1,78.72,71.95,296.81,83.57,31.03,36.29,1595.23,1683.46,0.0
2023-09-22,1692.75,472.46,15.03,739.79,420.27,68.53,217.85,183.61,170.95,50.76,83.9,2375.45,2405.33,519.34
2023-09-23,1608.53,229.3,0.0,1503.71,312.06,52.09,158.13,223.4,135.38,47.43,75.93,1660.36,2811.65,235.87
2023-09-24,1549.98,312.14,0.0,450.32,319.42,111.81,136.67,181.57,188.61,38.11,25.94,1715.0,2178.19,625.69
2023-09-25,1649.88,53.99,174.66,1218.58,292.16,135.64,239.48,143.46,168.44,12.38,78.91,1748.34,1189.22,743.8
2023-09-26,1546.62,72.98,114.17,692.84,188.01,116.7,163.15,342.24,88.84,43.2,70.8,2086.66,2404.92,329.81
2023-09-27,1623.28,195.24,178.11,544.44,134.8,68.65,149.22,176.47,33.19,83.23,44.2,1754.52,1946.72,586.64
2023-09-28,1570.49,413.61,730.9,1971.71,227.98,145.52,159.2,288.99,230.27,26.6,70.65,2608.57,2230.68,0.0
2023-09-29,1624.81,296.82,418.78,543.44,184.58,109.83,253.32,121.91,253.22,115.69,68.02,1585.69,2316.2,0.0
2023-09-30,1577.44,268.62,624.84,698.95,198.58,76.78,269.34,302.53,98.64,0.0,78.11,1812.46,1415.93,511.75
2023-10-01,1594.55,540.22,175.2,227.66,192.88,55.23,188.94,150.62,126.58,0.0,58.54,2316.12,1924.03,0.0
2023-10-02,1609.77,329.08,550.09,1052.96,330.17,121.56,141.08,264.88,90.82,94.27,68.96,2126.92,2630.02,0.0
2023-10-03,1634.53,191.58,383.38,958.05,374.2,60.46,128.71,307.81,269.5,57.26,37.55,2366.1,1740.67,549.15
2023-10-04,1616.71,180.67,46.29,1100.8,108.5,125.55,215.43,189.42,136.8,34.34,70.04,2134.48,1965.12,45.69
2023-10-05,1601.61,420.23,222.89,1028.27,232.26,107.15,141.9,455.9,150.24,57.55,55.18,2138.87,1163.73,0.0
2023-10-06,1570.72,362.47,0.0,974.9,552.87,94.51,203.69,277.91,39.92,93.06,53.64,2539.5,2392.54,20.33
2023-10-07,1620.36,308.4,429.28,1152.48,0.0,130.28,87.22,265.54,143.05,103.42,90.29,2346.95,2754.54,356.89
2023-10-08,1604.1,453.26,103.74,1055.8,312.0,59.43,188.67,455.79,144.02,75.03,53.21,1514.33,1921.85,0.0
2023-10-09,1612.0,598.87,359.21,1582.89,282.69,112.71,319.21,174.47,6.44,103.65,80.92,2238.32,2139.48,1158.14
2023-10-10,1580.99,74.09,489.24,1474.36,387.01,147.38,47.74,253.85,186.91,62.18,57.11,2648.1,1492.33,307.57
2023-10-11,1582.52,319.87,0.0,505.66,317.7,134.56,188.69,212.69,132.46,16.75,100.57,2354.8,2092.8,0.0
2023-10-12,1594.88,314.81,69.36,510.45,365.03,108.85,130.63,160.11,56.81,62.33,85.56,2021.95,2747.08,284.24
2023-10-13,1597.27,179.1,0.0,1049.33,64.1,118.58,177.79,304.08,124.51,49.47,56.04,2082.94,1668.69,0.0
2023-10-14,1527.52,324.95,278.11,1091.85,32.68,74.48,186.76,299.04,182.63,4.75,71.6,2261.17,1866.25,837.22
2023-10-15,1658.75,139.83,0.0,841.29,164.5,146.65,64.81,412.57,154.82,71.91,64.92,1877.64,2355.21,788.5
2023-10-16,1660.06,300.36,663.72,1051.22,590.2,173.22,130.27,245.12,59.92,73.68,38.34,1615.83,2669.27,396.62
2023-10-17,1556.51,583.05,0.0,1653.61,411.79,121.52,232.88,273.85,117.39,91.49,49.27,2355.7,2402.69,0.0
2023-10-18,1600.17,411.42,173.61,1722.07,88.78,83.21,191.68,445.29,202.81,2.86,47.09,2074.08,2041.52,49.39
2023-10-19,1573.26,134.35,109.67,1467.31,228.38,74.28,151.21,83.11,152.28,117.56,70.01,2494.67,1107.31,98.05
2023-10-20,1578.89,417.03,1015.54,1302.3,201.96,87.49,101.1,143.13,171.51,30.11,50.71,1975.95,2220.26,0.0
2023-10-21,1559.55,454.99,0.0,74.11,107.22,98.95,224.49,235.85,197.66,58.07,64.84,1965.43,1812.19,0.0
2023-10-22,1598.31,273.48,353.2,1669.68,155.22,54.58,178.65,238.89,94.59,126.67,72.49,2483.78,3238.32,0.0
2023-10-23,1556.39,128.49,0.0,988.41,417.48,88.38,222.84,290.26,179.23,0.0,76.69,2306.49,1196.7,2121.02
2023-10-24,1575.79,373.33,969.82,1382.1,249.54,47.16,184.54,164.47,320.13,123.39,51.35,1969.82,2064.87,951.97
2023-10-25,1637.74,296.62,295.51,198.86,78.05,111.57,127.37,383.71,220.99,54.67,71.12,1981.62,1702.58,0.0
2023-10-26,1647.66,0.0,472.56,847.16,157.13,119.63,145.9,272.1,148.52,79.84,66.57,2176.28,2391.84,0.0
2023-10-27,1600.81,346.68,108.86,932.73,96.47,133.04,175.76,262.41,240.48,69.57,63.38,2504.15,2263.71,353.11
2023-10-28,1597.82,324.61,184.76,1415.55,123.05,74.28,168.59,0.0,84.87,0.0,58.75,2394.25,2457.27,595.51
2023-10-29,1601.58,254.91,0.0,1587.03,566.81,68.06,166.17,389.94,183.94,61.32,56.4,1898.21,3046.28,608.7
2023-10-30,1583.38,327.3,230.68,1605.27,348.33,113.04,126.25,228.89,141.95,118.64,77.3,2445.04,1167.4,0.0
2023-10-31,1623.57,343.24,347.16,1325.09,345.16,101.13,238.39,282.98,39.54,84.64,44.96,1999.94,2697.63,1232.85
2023-11-01,1566.72,389.48,0.0,1177.71,207.06,146.57,148.33,552.69,105.81,26.78,47.3,2727.31,1607.03,541.98
2023-11-02,1638.78,305.8,50.21,781.23,0.0,129.28,146.35,331.42,264.9,41.21,65.21,2206.9,2943.53,538.54
2023-11-03,1629.32,238.79,541.25,1113.56,284.77,50.59,155.01,79.25,32.13,66.25,62.79,2092.34,1870.92,0.0
2023-11-04,1604.86,282.94,0.0,546.57,267.99,15.77,203.04,209.59,85.66,0.0,36.32,2384.93,2086.02,1908.3
2023-11-05,1629.45,202.89,376.05,1848.99,413.66,112.93,127.43,152.12,95.84,0.0,41.23,2375.47,1925.72,395.86
2023-11-06,1599.78,416.32,666.61,1305.15,83.67,95.33,241.73,336.18,141.04,64.68,30.69,2421.02,2295.25,0.0
2023-11-07,1652.05,456.31,0.0,936.95,37.78,148.11,142.4,175.06,99.07,67.09,78.61,2777.6,2884.36,440.51
2023-11-08,1569.62,220.16,81.34,1134.64,0.0,112.01,197.77,158.53,14.47,90.76,94.29,2304.71,1456.88,0.0
2023-11-09,1635.01,325.29,7.06,1101.39,32.89,77.99,190.01,287.84,75.58,77.79,51.27,2163.76,1791.0,871.51
2023-11-10,1582.18,199.86,463.06,501.84,222.97,128.01,216.82,145.92,205.8,38.23,39.63,1980.17,2130.95,728.92
2023-11-11,1571.38,249.86,512.29,1030.4,395.72,100.75,182.6,129.31,241.57,0.36,75.49,2090.16,2634.3,1236.24
2023-11-12,1536.32,366.0,57.43,901.1,71.36,79.71,159.21,194.92,13.11,41.17,93.74,2433.49,2043.48,448.74
2023-11-13,1588.27,300.1,331.56,482.14,456.6,143.3,198.81,159.87,0.0,71.79,102.33,2440.45,2725.55,0.0
2023-11-14,1585.0,150.7,561.12,1576.78,228.71,107.37,104.55,175.02,119.11,15.61,65.6,2354.1,1506.71,272.89
2023-11-15,1647.2,314.34,0.0,1225.56,253.02,137.53,159.41,317.09,151.04,59.08,64.98,2470.5,1833.41,601.35
2023-11-16,1646.39,265.73,147.58,566.34,349.37,77.95,150.74,357.57,179.79,32.24,55.58,2333.24,977.51,432.53
2023-11-17,1545.2,336.22,549.67,702.09,471.36,103.39,82.32,253.7,157.8,153.53,118.08,2137.16,2470.88,997.34
2023-11-18,1574.22,475.0,0.0,1229.56,318.93,111.14,121.22,176.65,205.45,124.6,23.33,2164.08,1691.58,0.0
2023-11-19,1536.79,258.63,42.15,1562.4,79.79,94.37,103.0,260.72,99.3,23.32,88.66,1965.06,1492.39,0.0
2023-11-20,1565.24,318.64,634.37,1904.5,245.95,115.37,240.98,170.81,140.15,37.13,67.53,1394.33,1241.33,0.0
2023-11-21,1561.36,444.51,214.5,471.71,269.46,128.35,201.06,63.25,168.88,29.45,57.55,2451.86,750.79,1170.21
2023-11-22,1643.41,147.64,265.89,1178.03,147.44,102.14,143.51,203.21,86.27,50.15,62.19,2315.57,2295.78,1489.73
2023-11-23,1605.93,239.68,143.25,708.56,305.54,104.56,122.69,243.22,130.0,105.14,92.45,2403.33,1524.71,0.0
2023-11-24,1629.35,158.24,105.1,214.86,297.56,85.39,192.79,261.89,135.93,78.6,89.04,1901.4,1655.9,9.41
2023-11-25,1633.13,278.34,0.0,983.91,87.91,71.58,194.86,320.42,195.25,54.38,53.59,2082.71,1209.31,0.0
2023-11-26,1632.3,365.05,742.61,1756.94,129.42,146.53,163.1,168.46,266.67,36.32,65.82,2088.09,1861.09,0.0
2023-11-27,1702.39,409.06,689.95,742.06,587.68,94.13,147.52,259.34,221.41,43.64,56.67,1621.39,2177.63,411.55
2023-11-28,1594.45,286.19,589.29,742.97,207.29,87.2,218.91,239.67,83.81,116.03,55.14,2231.46,1336.75,804.27
2023-11-29,1677.05,199.86,0.0,1057.2,269.03,54.07,132.89,148.41,173.59,60.7,62.1,2380.54,2836.69,0.0
2023-11-30,1584.3,460.82,583.09,719.33,296.67,118.23,63.3,280.93,199.46,129.62,105.87,2325.71,1350.91,534.99
2023-12-01,1574.16,205.91,759.54,540.42,372.76,90.35,185.17,145.42,165.31,53.25,64.18,2390.63,1663.09,438.12
2023-12-02,1576.93,324.4,0.0,952.75,596.22,108.46,140.24,341.17,161.75,9.94,52.9,1418.19,1969.35,0.0
2023-12-03,1563.48,433.21,646.73,345.3,289.01,79.47,227.0,243.75,129.75,25.29,92.2,2249.11,901.3,0.0
2023-12-04,1596.15,345.85,126.64,852.8,118.05,89.04,108.27,388.32,165.92,137.83,45.08,2338.7,2718.23,0.0
2023-12-05,1568.24,389.97,676.45,326.68,71.46,121.76,169.64,142.05,164.81,41.67,84.56,2024.87,2203.64,761.81
2023-12-06,1686.67,126.99,793.73,500.1,183.62,110.99,253.53,317.89,0.0,54.93,63.87,2404.62,1360.87,2117.59
2023-12-07,1555.9,313.45,0.0,2340.18,0.0,102.6,213.61,201.79,97.13,52.38,67.48,1823.43,1668.02,379.18
2023-12-08,1702.41,109.68,269.44,545.56,105.06,128.35,209.89,421.57,158.54,41.79,50.68,2435.43,2297.33,689.19
2023-12-09,1659.44,238.48,292.41,550.68,416.35,102.67,242.01,274.41,213.14,49.75,67.37,2402.61,1497.26,0.0
2023-12-10,1596.36,413.68,0.0,985.13,303.77,72.96,133.59,127.42,162.58,74.01,88.62,1899.3,1900.94,0.0
2023-12-11,1640.88,155.86,88.09,635.36,105.38,138.89,180.5,348.69,186.99,38.07,61.72,1882.13,2021.36,0.0
2023-12-12,1634.99,443.62,1.56,525.38,329.34,85.3,139.08,202.89,79.59,130.33,57.22,1956.8,2112.47,466.73
2023-12-13,1567.05,85.14,0.0,1493.53,349.24,109.54,220.89,256.1,225.19,57.95,51.03,1700.01,2602.31,1078.36
2023-12-14,1603.43,312.67,97.46,0.0,297.27,141.53,178.64,483.46,162.98,81.15,54.31,2444.41,640.07,203.86
2023-12-15,1621.2,324.53,395.35,595.78,335.25,139.5,146.02,200.68,101.99,0.0,74.76,1889.57,2019.44,0.0
2023-12-16,1604.87,244.69,302.25,0.0,307.36,115.19,197.97,255.35,197.35,0.0,56.69,2092.98,1533.1,0.0
2023-12-17,1587.41,46.78,0.0,0.0,87.07,157.68,148.86,157.04,114.07,47.36,60.4,2338.12,2362.04,0.0
2023-12-18,1631.93,192.2,0.0,232.31,346.74,120.21,161.61,313.05,137.65,24.19,74.91,1842.89,1818.92,0.0
2023-12-19,1592.04,123.54,141.97,479.02,272.91,140.98,117.69,243.7,151.65,111.13,36.04,1871.37,2467.91,0.0
2023-12-20,1607.8,324.46,215.26,0.0,56.3,108.28,161.31,230.81,117.15,108.6,68.95,2071.39,2333.75,2220.02
2023-12-21,1671.49,424.24,539.89,825.13,324.53,170.96,45.25,166.77,247.86,0.0,105.65,2099.93,1685.84,558.15
2023-12-22,1631.0,161.1,183.79,1048.17,114.16,113.47,151.72,388.6,158.8,73.74,72.0,2479.29,2370.92,318.01
2023-12-23,1573.54,392.31,498.3,2157.7,263.56,98.83,94.77,268.22,46.74,14.55,26.18,2263.72,1407.79,0.0
2023-12-24,1660.24,354.03,287.65,1356.77,239.2,115.22,153.61,234.97,96.31,14.09,77.33,1862.89,1903.51,0.0
2023-12-25,1670.18,293.04,267.7,1434.38,194.94,113.88,94.63,225.29,215.65,8.16,60.71,2225.84,2083.56,1378.88
2023-12-26,1663.75,465.95,0.0,734.22,52.43,98.56,244.33,160.65,100.5,5.81,69.68,2771.75,1855.08,97.82
2023-12-27,1652.96,289.54,88.77,842.81,6.35,101.39,157.17,216.01,96.85,0.0,64.01,2410.86,1500.38,0.0
2023-12-28,1632.6,231.03,0.0,553.1,34.51,101.97,167.6,305.19,160.4,72.22,40.47,2152.22,2472.43,0.0
2023-12-29,1659.14,196.39,0.0,1965.8,490.61,107.78,40.76,257.45,81.33,5.21,66.17,2028.15,2391.1,689.77
2023-12-30,1698.75,46.7,840.87,0.0,277.38,115.84,150.3,373.66,0.0,38.47,32.29,1794.45,2386.2,1279.31
2023-12-31,1609.62,478.44,475.21,693.44,429.89,122.05,208.62,298.93,236.67,45.13,68.17,2058.53,1643.51,0.0
2024-01-01,1606.0,0.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.0,8500.0,-6894.0
2024-01-02,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,0.0,1112.0
2024-01-03,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,971.0
2024-01-04,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,0.0,962.0
2024-01-05,1465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0,0.0,1465.0
2024-01-06,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.0,0.0,1314.0
2024-01-07,1361.0,0.0,0.0,0.0,0.0,775.0,1300.0,0.0,2000.0,0.0,0.0,1361.0,4075.0,-2714.0
2024-01-08,1294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.0,0.0,1294.0
2024-01-09,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1298.0,300.0,998.0
2024-01-10,1186.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,1186.0,775.0,411.0
2024-01-11,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,0.0,993.0
2024-01-12,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,0.0,1413.0
2024-01-13,1241.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,1241.0,1300.0,-59.0
2024-01-14,1260.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,1260.0,775.0,485.0
2024-01-15,1551.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5551.0,0.0,5551.0
2024-01-16,1654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654.0,0.0,1654.0
2024-01-17,1765.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,1765.0,775.0,990.0
2024-01-18,1623.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5623.0,0.0,5623.0
2024-01-19,1585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0,0.0,1585.0
2024-01-20,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.0,0.0,1305.0
2024-01-21,1343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1343.0,300.0,1043.0
2024-01-22,1148.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,5148.0,300.0,4848.0
2024-01-23,1321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1321.0,300.0,1021.0
2024-01-24,1235.0,0.0,0.0,0.0,0.0,0.0,1300.0,2666.0,0.0,0.0,0.0,1235.0,3966.0,-2731.0
2024-01-25,1455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,1455.0,2000.0,-545.0
2024-01-26,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,0.0,1017.0
2024-01-27,1684.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,1684.0,1300.0,384.0
2024-01-28,1264.0,0.0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,28000.0,-26736.0
2024-01-29,1534.0,0.0,0.0,0.0,0.0,0.0,0.0,5332.0,0.0,0.0,0.0,1534.0,5332.0,-3798.0
2024-01-30,1533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0,0.0,1533.0
2024-01-31,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.0,0.0,1328.0
2024-02-01,1555.0,0.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,0.0,500.0,1555.0,9000.0,-7445.0
2024-02-02,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,1539.0,3000.0,-1461.0
2024-02-03,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,1800.0
2024-02-04,1665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.0,0.0,1665.0
2024-02-05,1572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0,0.0,1572.0
2024-02-06,1792.0,0.0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,2500.0,0.0,1792.0,3325.0,-1533.0
2024-02-07,1612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.0,0.0,1612.0
2024-02-08,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,0.0,1610.0
2024-02-09,1239.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5739.0,0.0,5739.0
2024-02-10,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397.0,0.0,1397.0
2024-02-11,1496.0,4500.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,5996.0,1400.0,4596.0
2024-02-12,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.0,0.0,1710.0
2024-02-13,2000.0,0.0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,2500.0,0.0,2000.0,3325.0,-1325.0
2024-02-14,1673.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,500.0,26673.0,3500.0,23173.0
2024-02-15,1346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1346.0,500.0,846.0
2024-02-16,1759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.0,0.0,1759.0
2024-02-17,1766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1766.0,0.0,1766.0
2024-02-18,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1345.0,500.0,845.0
2024-02-19,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.0,0.0,1276.0
2024-02-20,1447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.0,0.0,1447.0
2024-02-21,1782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782.0,0.0,1782.0
2024-02-22,1423.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,1423.0,1400.0,23.0
2024-02-23,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.0,0.0,1645.0
2024-02-24,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.0,0.0,1561.0
2024-02-25,1774.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,1774.0,1400.0,374.0
2024-02-26,1246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.0,0.0,1246.0
2024-02-27,1070.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,1070.0,1400.0,-330.0
2024-02-28,1667.0,0.0,0.0,28000.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,1667.0,28825.0,-27158.0
2024-02-29,1605.0,0.0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,1605.0,825.0,780.0
2024-03-01,1170.0,0.0,0.0,0.0,8500.0,0.0,1250.0,0.0,0.0,0.0,0.0,1170.0,9750.0,-8580.0
2024-03-02,1469.0,0.0,0.0,0.0,0.0,725.0,0.0,0.0,0.0,0.0,0.0,1469.0,725.0,744.0
2024-03-03,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,0.0,1130.0
2024-03-04,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,0.0,0.0,0.0,1301.0,1333.0,-32.0
2024-03-05,1236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.0,0.0,1236.0
2024-03-06,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.0,0.0,1354.0
2024-03-07,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1276.0,375.0,901.0
2024-03-08,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1032.0,375.0,657.0
2024-03-09,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,0.0,796.0
2024-03-10,1141.0,0.0,0.0,0.0,0.0,725.0,1250.0,0.0,0.0,0.0,0.0,1141.0,1975.0,-834.0
2024-03-11,1471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1471.0,375.0,1096.0
2024-03-12,1065.0,0.0,0.0,0.0,0.0,725.0,0.0,0.0,0.0,0.0,0.0,1065.0,725.0,340.0
2024-03-13,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,0.0,0.0,0.0,1332.0,1333.0,-1.0
2024-03-14,1443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443.0,0.0,1443.0
2024-03-15,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,0.0,1044.0
2024-03-16,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1191.0,1000.0,191.0
2024-03-17,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.0,0.0,1279.0
2024-03-18,1449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449.0,0.0,1449.0
2024-03-19,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,0.0,1320.0
2024-03-20,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.0,0.0,1983.0
2024-03-21,1278.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,1278.0,1250.0,28.0
2024-03-22,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,0.0,0.0,0.0,1131.0,1333.0,-202.0
2024-03-23,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1475.0,375.0,1100.0
2024-03-24,1589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589.0,0.0,1589.0
2024-03-25,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.0,0.0,1507.0
2024-03-26,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,0.0,1049.0
2024-03-27,1359.0,0.0,0.0,0.0,0.0,725.0,0.0,0.0,0.0,0.0,0.0,1359.0,725.0,634.0
2024-03-28,1243.0,0.0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.0,28000.0,-26757.0
2024-03-29,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,0.0,1330.0
2024-03-30,1579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0,0.0,1579.0
2024-03-31,1346.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,1000.0,0.0,0.0,1346.0,2250.0,-904.0
2024-04-01,1612.0,0.0,0.0,0.0,8500.0,850.0,0.0,4000.0,0.0,0.0,0.0,1612.0,13350.0,-11738.0
2024-04-02,1587.0,5000.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,6587.0,4000.0,2587.0
2024-04-03,1724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724.0,0.0,1724.0
2024-04-04,1654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654.0,0.0,1654.0
2024-04-05,1762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762.0,0.0,1762.0
2024-04-06,2092.0,0.0,0.0,0.0,0.0,850.0,1350.0,0.0,3500.0,0.0,0.0,2092.0,5700.0,-3608.0
2024-04-07,1671.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,625.0,1671.0,1475.0,196.0
2024-04-08,1756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1756.0,0.0,1756.0
2024-04-09,1775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775.0,0.0,1775.0
2024-04-10,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1984.0,0.0,1984.0
2024-04-11,1601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.0,0.0,1601.0
2024-04-12,1787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1787.0,0.0,1787.0
2024-04-13,1988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,1988.0,3500.0,-1512.0
2024-04-14,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1895.0,0.0,1895.0
2024-04-15,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1828.0,0.0,1828.0
2024-04-16,1811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811.0,0.0,1811.0
